,socialProductsLiked,seniority,productsWished,productsBought,city
29072,0,3199,0,0,Goiânia
29073,0,3199,0,0,Porto Alegre
29074,3,3199,0,0,
29075,22,3199,1,0,
29076,0,3199,0,0,
29077,0,3199,0,0,Guarulhos
29078,0,3199,0,0,Salvador
29079,0,3199,0,0,Guarulhos
29080,0,3199,0,0,Salvador
29081,0,3199,0,0,Salvador
29082,4,3199,0,0,Guarulhos
29083,0,3199,0,0,Salvador
29084,0,3199,0,0,Guarulhos
29085,0,3199,0,0,
29086,1,3199,0,0,Maceió
29087,0,3199,0,0,Goiânia
29088,7,3199,91,6,Natal
29089,0,3199,1,0,Maceió
29090,0,3199,0,0,Goiânia
29091,0,3199,0,0,Salvador
29092,0,3199,0,0,Salvador
29093,0,3199,0,0,Guarulhos
29094,0,3199,0,0,Salvador
29095,0,3199,0,0,Guarulhos
29096,0,3199,0,0,Salvador
29097,0,3199,1,0,Porto Alegre
29098,16,3199,11,0,
29099,0,3199,0,0,
29100,0,3199,0,0,Maceió
29101,0,3199,0,0,Guarulhos
29102,0,3199,0,0,Goiânia
29103,0,3199,0,0,Maceió
29104,0,3199,0,0,Goiânia
29105,0,3199,0,0,Porto Alegre
29106,0,3199,0,0,Guarulhos
29107,0,3199,0,0,Goiânia
29108,0,3199,0,0,Goiânia
29109,0,3199,0,0,Guarulhos
29110,0,3199,0,0,Porto Alegre
29111,0,3199,0,0,Goiânia
29112,0,3199,0,0,Guarulhos
29113,0,3199,0,0,
29114,0,3199,0,0,Porto Alegre
29115,0,3199,0,0,Goiânia
29116,0,3199,0,0,
29117,0,3199,0,0,Guarulhos
29118,0,3199,0,0,Salvador
29119,0,3199,0,0,
29120,0,3199,0,0,Salvador
29121,0,3199,0,0,Guarulhos
29122,0,3199,0,0,Goiânia
29123,0,3199,0,0,Porto Alegre
29124,0,3199,0,0,Goiânia
29125,0,3199,0,0,Guarulhos
29126,0,3199,0,0,Salvador
29127,0,3199,0,0,
29128,0,3199,0,0,Guarulhos
29129,0,3199,0,0,Guarulhos
29130,0,3199,0,0,Guarulhos
29131,0,3199,0,0,Natal
29132,0,3199,0,0,Salvador
29133,0,3199,0,0,
29134,0,3199,0,0,Salvador
29135,26,3199,3,2,Maceió
29136,6,3199,0,0,Natal
29137,0,3199,0,0,Guarulhos
29138,0,3199,0,0,Salvador
29139,0,3199,0,0,Salvador
29140,0,3199,0,0,Guarulhos
29141,0,3199,0,0,Guarulhos
29142,1,3199,0,0,Maceió
29143,0,3199,9,0,Guarulhos
29144,0,3199,0,0,
29145,0,3199,0,0,
29146,0,3199,0,0,Salvador
29147,0,3199,0,0,Guarulhos
29148,0,3199,13,0,Salvador
29149,0,3199,0,0,Salvador
29150,0,3199,0,0,Guarulhos
29151,3,3199,0,1,Salvador
29152,0,3199,0,0,Guarulhos
29153,1,3199,16,1,Porto Alegre
29154,0,3199,0,0,Guarulhos
29155,0,3199,0,0,
29156,0,3199,0,0,Guarulhos
29157,0,3199,0,0,Guarulhos
29158,0,3199,0,0,Porto Alegre
29159,0,3199,0,0,Salvador
29160,0,3199,0,0,Salvador
29161,0,3199,0,0,São Paulo
29162,0,3199,0,0,Maceió
29163,0,3199,0,0,Porto Alegre
29164,0,3199,0,0,Guarulhos
29165,0,3199,0,0,Porto Alegre
29166,0,3199,0,0,Goiânia
29167,0,3199,0,0,Goiânia
29168,0,3199,0,0,
29169,0,3199,0,0,Maceió
29170,0,3199,0,0,Guarulhos
29171,0,3199,0,0,
29172,0,3199,0,0,Maceió
29173,0,3199,0,0,Maceió
29174,0,3199,0,0,Guarulhos
29175,0,3199,0,0,Salvador
29176,0,3199,0,0,Maceió
29177,0,3199,0,0,Salvador
29178,0,3199,0,0,Guarulhos
29179,0,3199,0,0,Guarulhos
29180,8,3199,3,1,Natal
29181,0,3199,0,0,Salvador
29182,0,3199,0,0,Guarulhos
29183,0,3199,0,0,
29184,0,3199,0,0,Salvador
29185,0,3199,0,0,Salvador
29186,0,3199,0,0,Guarulhos
29187,0,3199,0,0,Guarulhos
29188,29,3199,1,0,Maceió
29189,1,3199,0,0,
29190,0,3199,0,0,Goiânia
29191,0,3199,0,0,Maceió
29192,3,3199,0,1,Goiânia
29193,0,3199,0,0,Salvador
29194,0,3199,0,0,Natal
29195,0,3199,0,0,Natal
29196,0,3199,0,0,
29197,0,3199,0,0,Guarulhos
29198,0,3199,0,0,Porto Alegre
29199,0,3199,0,0,Salvador
29200,0,3199,0,0,Guarulhos
29201,0,3199,0,0,Porto Alegre
29202,0,3199,0,0,Guarulhos
29203,0,3199,0,0,Goiânia
29204,0,3199,0,0,Natal
29205,0,3199,0,0,
29206,0,3199,0,0,Porto Alegre
29207,0,3199,0,0,Guarulhos
29208,0,3199,0,0,Goiânia
29209,0,3199,0,0,Guarulhos
29210,0,3199,0,0,Guarulhos
29211,0,3199,0,0,Goiânia
29212,3,3199,0,0,Guarulhos
29213,0,3199,0,0,Salvador
29214,0,3199,0,0,Porto Alegre
29215,0,3199,0,0,Goiânia
29216,0,3199,0,0,Maceió
29217,0,3199,0,0,Guarulhos
29218,0,3199,0,0,Guarulhos
29219,0,3199,0,0,Salvador
29220,12,3199,1,0,Guarulhos
29221,0,3199,0,0,Guarulhos
29222,0,3199,0,0,Porto Alegre
29223,0,3199,0,0,Guarulhos
29224,0,3199,0,0,Guarulhos
29225,0,3199,0,0,Maceió
29226,0,3199,0,0,Porto Alegre
29227,0,3199,3,0,Natal
29228,0,3199,0,0,Porto Alegre
29229,0,3199,0,0,Guarulhos
29230,0,3199,0,0,
29231,0,3199,0,0,Guarulhos
29232,0,3199,0,0,Goiânia
29233,0,3199,0,0,Guarulhos
29234,0,3199,0,0,Maceió
29235,76,3199,23,0,Guarulhos
29236,0,3199,0,0,Guarulhos
29237,0,3199,0,0,Guarulhos
29238,0,3199,32,0,Guarulhos
29239,0,3199,0,0,Guarulhos
29240,0,3199,0,0,
29241,0,3199,0,0,Porto Alegre
29242,0,3199,0,0,Maceió
29243,0,3199,0,0,Goiânia
29244,0,3199,0,0,Guarulhos
29245,0,3199,0,0,Natal
29246,0,3199,0,0,Maceió
29247,0,3199,0,0,Guarulhos
29248,0,3199,0,0,Goiânia
29249,0,3199,0,0,Guarulhos
29250,0,3199,0,0,Maceió
29251,0,3199,0,0,Guarulhos
29252,0,3199,1,0,Goiânia
29253,0,3199,0,0,Salvador
29254,30,3199,5,1,Porto Alegre
29255,2,3199,1,6,
29256,0,3199,0,0,Salvador
29257,0,3199,0,0,Natal
29258,0,3199,0,0,Guarulhos
29259,0,3199,0,0,Maceió
29260,0,3199,0,0,
29261,0,3199,0,0,Salvador
29262,0,3199,0,0,Porto Alegre
29263,0,3199,0,0,Natal
29264,0,3199,0,0,Porto Alegre
29265,0,3199,0,0,Goiânia
29266,0,3199,0,0,Guarulhos
29267,0,3199,1,0,Goiânia
29268,0,3199,0,0,Maceió
29269,0,3199,0,0,Salvador
29270,0,3199,0,0,Guarulhos
29271,0,3199,0,0,Porto Alegre
29272,5,3199,1,0,Maceió
29273,4,3199,0,0,Duque de Caxias
29274,3,3199,0,0,Guarulhos
29275,0,3199,0,0,Natal
29276,0,3199,0,0,Guarulhos
29277,0,3199,0,0,Maceió
29278,0,3199,0,0,Guarulhos
29279,0,3199,0,0,
29280,0,3199,0,0,Guarulhos
29281,1,3199,0,0,
29282,0,3199,0,0,Guarulhos
29283,0,3199,0,0,Guarulhos
29284,0,3199,0,0,Salvador
29285,0,3199,0,0,Guarulhos
29286,0,3199,0,0,Maceió
29287,0,3199,2,0,Maceió
29288,0,3199,0,0,Salvador
29289,0,3199,0,0,Guarulhos
29290,0,3199,0,0,Guarulhos
29291,0,3199,0,0,Salvador
29292,0,3199,0,0,Goiânia
29293,0,3199,0,0,
29294,0,3199,0,0,Porto Alegre
29295,0,3199,0,0,Salvador
29296,0,3199,0,0,Salvador
29297,0,3199,0,0,Porto Alegre
29298,0,3199,0,0,Guarulhos
29299,0,3199,0,0,
29300,0,3199,0,0,Porto Alegre
29301,0,3199,0,0,Salvador
29302,0,3199,0,0,Salvador
29303,21,3199,1,7,Guarulhos
29304,0,3199,0,0,Guarulhos
29305,0,3199,0,0,Salvador
29306,0,3199,0,0,Salvador
29307,1,3199,0,0,Guarulhos
29308,0,3199,0,0,Guarulhos
29309,0,3199,0,0,
29310,0,3199,0,0,Guarulhos
29311,0,3199,0,0,Natal
29312,2,3199,128,0,
29313,0,3199,0,0,Guarulhos
29314,1,3199,0,0,Porto Alegre
29315,0,3199,0,0,Salvador
29316,1,3199,0,0,Salvador
29317,0,3199,0,0,Salvador
29318,0,3199,0,0,Guarulhos
29319,0,3199,0,0,
29320,1,3199,0,0,Guarulhos
29321,0,3199,0,0,Natal
29322,0,3199,0,0,Maceió
29323,1,3199,0,0,Natal
29324,0,3199,0,0,Guarulhos
29325,0,3199,0,0,Goiânia
29326,0,3199,0,0,Guarulhos
29327,0,3199,0,0,Salvador
29328,4,3199,0,0,Salvador
29329,0,3199,0,0,Guarulhos
29330,0,3199,0,0,Salvador
29331,0,3199,0,0,Salvador
29332,0,3199,0,0,Natal
29333,0,3199,1,0,Salvador
29334,0,3199,0,0,Natal
29335,0,3199,0,0,Guarulhos
29336,7,3199,0,0,Maceió
29337,0,3199,0,0,
29338,0,3199,0,0,Guarulhos
29339,0,3199,0,0,Goiânia
29340,0,3199,0,0,Guarulhos
29341,0,3199,1,0,Goiânia
29342,0,3199,0,0,Guarulhos
29343,0,3199,0,0,Natal
29344,0,3199,0,0,Salvador
29345,0,3199,0,0,Brasília
29346,0,3199,0,0,
29347,0,3199,0,0,Porto Alegre
29348,3,3199,0,0,Maceió
29349,1,3199,0,0,
29350,0,3199,0,0,Guarulhos
29351,0,3199,0,0,Guarulhos
29352,0,3199,0,0,Maceió
29353,4,3199,433,27,
29354,0,3199,0,0,Porto Alegre
29355,0,3199,0,0,Maceió
29356,0,3199,0,0,
29357,0,3199,0,0,Salvador
29358,0,3199,0,0,Maceió
29359,0,3199,0,1,
29360,0,3199,0,0,Guarulhos
29361,3,3199,2,0,Maceió
29362,0,3199,0,0,Guarulhos
29363,0,3199,0,0,Salvador
29364,0,3199,0,0,Guarulhos
29365,0,3199,0,0,Salvador
29366,0,3199,0,0,Guarulhos
29367,0,3199,0,0,Guarulhos
29368,0,3199,0,0,Natal
29369,0,3199,0,0,Natal
29370,34,3199,31,0,Guarulhos
29371,0,3199,0,0,Guarulhos
29372,0,3199,0,0,Goiânia
29373,0,3199,0,0,
29374,0,3199,0,0,
29375,0,3199,0,0,Salvador
29376,0,3199,0,0,Salvador
29377,0,3199,0,0,Goiânia
29378,0,3199,0,0,Maceió
29379,0,3199,0,1,Natal
29380,0,3199,0,0,Brasília
29381,46,3199,50,1,Goiânia
29382,0,3199,0,0,Guarulhos
29383,1,3199,0,0,Guarulhos
29384,20,3199,2,0,Porto Alegre
29385,0,3199,0,0,Natal
29386,0,3199,0,0,Guarulhos
29387,6,3199,1,0,Guarulhos
29388,0,3199,0,0,Salvador
29389,0,3199,0,0,Natal
29390,0,3199,0,0,Porto Alegre
29391,0,3199,0,0,Guarulhos
29392,0,3199,0,0,
29393,0,3199,0,0,Maceió
29394,0,3199,0,0,Goiânia
29395,0,3199,0,0,Maceió
29396,0,3199,0,0,Porto Alegre
29397,7,3199,1,1,
29398,0,3199,0,0,Maceió
29399,0,3199,0,0,Salvador
29400,2,3199,0,0,Salvador
29401,0,3199,0,0,Guarulhos
29402,0,3199,0,0,Guarulhos
29403,0,3199,0,0,
29404,0,3199,0,0,Guarulhos
29405,0,3199,0,0,Salvador
29406,0,3199,0,0,Maceió
29407,0,3199,0,0,Guarulhos
29408,0,3199,0,0,Guarulhos
29409,0,3199,0,0,Salvador
29410,1,3199,0,0,Salvador
29411,0,3199,0,0,Salvador
29412,0,3199,0,0,Salvador
29413,6,3199,6,0,Guarulhos
29414,0,3199,0,0,
29415,0,3199,0,0,
29416,0,3199,0,0,Guarulhos
29417,0,3199,0,0,Guarulhos
29418,0,3199,0,0,Goiânia
29419,0,3199,0,0,Goiânia
29420,0,3199,0,0,Salvador
29421,0,3199,1,0,Natal
29422,0,3199,0,0,Salvador
29423,0,3199,0,0,Guarulhos
29424,2,3199,0,0,Maceió
29425,0,3199,0,0,Salvador
29426,0,3199,12,279,Guarulhos
29427,0,3199,0,0,Salvador
29428,0,3199,0,0,Porto Alegre
29429,1,3199,0,3,
29430,0,3199,0,0,Guarulhos
29431,0,3199,0,0,Goiânia
29432,0,3199,0,0,Goiânia
29433,0,3199,0,0,
29434,0,3199,0,0,
29435,0,3199,0,0,
29436,0,3199,0,0,
29437,0,3199,0,0,Goiânia
29438,0,3199,0,0,Guarulhos
29439,0,3199,0,0,Salvador
29440,0,3199,0,0,Guarulhos
29441,0,3199,0,0,Guarulhos
29442,0,3199,0,0,Guarulhos
29443,0,3199,0,0,Salvador
29444,2,3199,1,0,Salvador
29445,0,3199,0,0,Goiânia
29446,0,3199,0,0,Natal
29447,0,3199,0,0,Guarulhos
29448,1,3199,0,0,São Paulo
29449,0,3199,0,0,Maceió
29450,0,3199,0,0,Maceió
29451,4,3199,2,0,
29452,0,3199,0,0,Guarulhos
29453,0,3199,0,0,Goiânia
29454,1,3199,3,0,Salvador
29455,0,3199,0,0,Porto Alegre
29456,6,3199,1,0,
29457,1,3199,1,0,Guarulhos
29458,0,3199,0,0,Salvador
29459,1,3199,0,0,Guarulhos
29460,0,3199,0,0,Salvador
29461,0,3199,0,0,Guarulhos
29462,0,3199,0,0,Salvador
29463,0,3199,1,0,Salvador
29464,0,3199,0,0,Salvador
29465,0,3199,0,0,Guarulhos
29466,0,3199,0,0,Porto Alegre
29467,0,3199,1,0,Salvador
29468,0,3199,0,0,Goiânia
29469,0,3199,0,0,Guarulhos
29470,0,3199,0,0,Natal
29471,0,3199,0,0,Salvador
29472,4,3199,1,0,Natal
29473,3,3199,4,0,
29474,0,3199,0,0,Guarulhos
29475,2,3199,0,0,Guarulhos
29476,2,3199,1,0,Guarulhos
29477,0,3199,0,0,Maceió
29478,54,3199,106,5,
29479,0,3199,0,0,Salvador
29480,0,3199,0,0,Goiânia
29481,420,3199,94,2,Goiânia
29482,332,3199,25,17,Goiânia
29483,0,3199,0,1,Porto Alegre
29484,0,3199,0,1,Porto Alegre
29485,0,3199,0,0,Maceió
29486,0,3199,0,0,Salvador
29487,0,3199,0,0,Salvador
29488,0,3199,0,0,Porto Alegre
29489,0,3199,0,0,Salvador
29490,0,3199,0,1,Maceió
29491,0,3199,0,0,Maceió
29492,0,3199,0,0,Natal
29493,0,3199,0,0,
29494,0,3199,2,0,Guarulhos
29495,0,3199,0,0,Salvador
29496,0,3199,0,0,Guarulhos
29497,0,3199,0,0,Salvador
29498,0,3199,0,0,Salvador
29499,1,3199,1,0,Porto Alegre
29500,0,3199,0,0,Guarulhos
29501,0,3199,0,0,Maceió
29502,0,3199,0,0,Guarulhos
29503,0,3199,0,0,Guarulhos
29504,0,3199,0,0,Guarulhos
29505,0,3199,0,0,
29506,0,3199,0,0,Maceió
29507,0,3199,0,0,Guarulhos
29508,0,3199,0,0,Guarulhos
29509,0,3199,0,0,Guarulhos
29510,13,3199,8,0,Porto Alegre
29511,0,3199,0,0,Goiânia
29512,0,3199,0,0,Porto Alegre
29513,0,3199,0,0,Natal
29514,0,3199,0,0,
29515,0,3199,0,0,Guarulhos
29516,4,3199,0,0,Guarulhos
29517,0,3199,0,0,Maceió
29518,0,3199,0,0,Salvador
29519,0,3199,0,0,Guarulhos
29520,0,3199,0,0,Guarulhos
29521,0,3199,0,0,Salvador
29522,0,3199,0,0,
29523,6,3199,0,0,
29524,5,3199,0,0,Salvador
29525,0,3199,0,0,Guarulhos
29526,0,3199,0,0,Guarulhos
29527,0,3199,0,0,Guarulhos
29528,0,3199,0,0,Guarulhos
29529,5,3199,4,1,
29530,0,3199,0,0,Salvador
29531,0,3199,0,0,Salvador
29532,0,3199,0,0,Salvador
29533,0,3199,0,0,Porto Alegre
29534,0,3199,0,0,
29535,0,3199,0,0,Goiânia
29536,0,3199,0,0,Salvador
29537,0,3199,0,0,Guarulhos
29538,0,3199,0,0,Salvador
29539,0,3199,0,0,Natal
29540,0,3199,0,0,Maceió
29541,28,3199,0,0,Salvador
29542,0,3199,0,0,Guarulhos
29543,0,3199,0,0,Guarulhos
29544,0,3199,0,0,Natal
29545,2,3199,0,0,Goiânia
29546,0,3199,0,0,
29547,0,3199,0,0,Guarulhos
29548,5,3199,0,3,Guarulhos
29549,0,3199,0,0,Maceió
29550,0,3199,0,0,Natal
29551,0,3199,0,0,Salvador
29552,0,3199,0,0,
29553,0,3199,0,0,Guarulhos
29554,0,3199,0,0,Natal
29555,0,3199,0,0,Natal
29556,0,3199,0,0,Salvador
29557,2,3199,0,0,Porto Alegre
29558,0,3199,0,0,Maceió
29559,0,3199,0,0,Maceió
29560,2,3199,0,0,Guarulhos
29561,0,3199,0,0,Guarulhos
29562,0,3199,0,0,Guarulhos
29563,0,3199,0,0,Salvador
29564,2,3199,0,3,Guarulhos
29565,0,3199,0,0,Goiânia
29566,0,3199,0,0,Salvador
29567,0,3199,0,0,Goiânia
29568,0,3199,0,0,Salvador
29569,0,3199,0,0,Maceió
29570,0,3199,0,0,Salvador
29571,0,3199,0,0,Maceió
29572,0,3199,0,0,Maceió
29573,14,3199,0,0,Porto Alegre
29574,3,3199,0,0,Goiânia
29575,1,3199,0,2,Porto Alegre
29576,0,3199,0,0,Guarulhos
29577,0,3199,0,0,Guarulhos
29578,0,3199,0,0,Guarulhos
29579,0,3199,0,0,Goiânia
29580,0,3199,0,0,Guarulhos
29581,0,3199,0,0,Maceió
29582,0,3199,0,1,Porto Alegre
29583,0,3199,0,0,
29584,10,3199,0,0,Guarulhos
29585,0,3199,0,0,Salvador
29586,0,3199,0,0,Goiânia
29587,0,3199,0,0,Maceió
29588,0,3199,1,1,Natal
29589,0,3199,0,0,Maceió
29590,1,3199,1,0,Guarulhos
29591,0,3199,0,0,Maceió
29592,0,3199,0,0,Guarulhos
29593,0,3199,0,0,
29594,0,3199,0,0,Guarulhos
29595,9,3199,1,2,Porto Alegre
29596,0,3199,0,0,Guarulhos
29597,0,3199,0,0,Maceió
29598,0,3199,1,0,Salvador
29599,0,3199,0,0,Guarulhos
29600,0,3199,0,1,Porto Alegre
29601,0,3199,0,0,Goiânia
29602,0,3199,0,0,Salvador
29603,0,3199,2,0,Guarulhos
29604,0,3199,0,0,Salvador
29605,0,3199,0,0,Salvador
29606,0,3199,0,0,Salvador
29607,0,3199,0,0,
29608,0,3199,0,0,Goiânia
29609,0,3199,2,0,Maceió
29610,0,3199,0,0,Guarulhos
29611,1,3199,0,0,
29612,0,3199,0,0,Salvador
29613,0,3199,0,0,
29614,0,3199,0,0,Goiânia
29615,0,3199,0,0,Natal
29616,0,3199,0,0,Guarulhos
29617,0,3199,0,0,Guarulhos
29618,1,3199,1,0,Guarulhos
29619,0,3199,0,0,
29620,0,3199,0,0,Salvador
29621,0,3199,0,0,Natal
29622,0,3199,0,0,Porto Alegre
29623,0,3199,0,0,Salvador
29624,0,3199,0,0,
29625,0,3199,0,0,Guarulhos
29626,0,3199,0,0,Goiânia
29627,0,3199,0,0,Maceió
29628,0,3199,0,0,Porto Alegre
29629,0,3199,0,0,Guarulhos
29630,0,3199,0,0,Salvador
29631,0,3199,0,0,Goiânia
29632,0,3199,0,0,Goiânia
29633,0,3199,0,0,Guarulhos
29634,0,3199,0,0,Salvador
29635,0,3199,0,0,Salvador
29636,0,3199,0,0,Natal
29637,0,3199,0,0,Guarulhos
29638,0,3199,0,0,Salvador
29639,0,3199,0,0,Goiânia
29640,3,3199,0,0,Salvador
29641,0,3199,0,0,Salvador
29642,0,3199,0,0,Guarulhos
29643,0,3199,0,0,
29644,0,3199,0,0,Guarulhos
29645,0,3199,0,0,Goiânia
29646,0,3199,0,0,Guarulhos
29647,0,3199,0,0,Goiânia
29648,0,3199,0,0,Guarulhos
29649,0,3199,0,0,Salvador
29650,0,3199,0,0,Guarulhos
29651,0,3199,0,0,Guarulhos
29652,0,3199,0,0,Guarulhos
29653,0,3199,0,0,Salvador
29654,0,3199,0,0,Salvador
29655,0,3199,0,0,Guarulhos
29656,0,3199,0,0,Duque de Caxias
29657,0,3199,0,0,Guarulhos
29658,0,3199,0,0,Guarulhos
29659,0,3199,0,0,Brasília
29660,0,3199,0,0,Maceió
29661,0,3199,0,0,Guarulhos
29662,0,3199,0,0,Maceió
29663,0,3199,0,0,Natal
29664,0,3199,0,0,Guarulhos
29665,4,3199,0,0,Guarulhos
29666,0,3199,0,0,Guarulhos
29667,0,3199,0,0,Salvador
29668,0,3199,0,0,
29669,0,3199,0,0,Guarulhos
29670,0,3199,0,0,Guarulhos
29671,0,3199,0,0,
29672,0,3199,0,0,Guarulhos
29673,0,3199,0,0,Goiânia
29674,36,3199,0,0,Goiânia
29675,0,3199,0,1,Salvador
29676,0,3199,0,0,Salvador
29677,0,3199,0,0,
29678,0,3199,0,0,Goiânia
29679,0,3199,0,0,Guarulhos
29680,0,3199,0,0,Guarulhos
29681,0,3199,0,0,Salvador
29682,11,3199,0,0,Natal
29683,0,3199,0,0,Salvador
29684,0,3199,0,0,
29685,0,3199,0,0,Salvador
29686,0,3199,0,0,
29687,0,3199,0,0,Maceió
29688,0,3199,0,0,Salvador
29689,0,3199,0,0,
29690,1,3199,2,1,
29691,0,3199,0,0,Goiânia
29692,0,3199,0,2,Porto Alegre
29693,0,3199,4,0,Guarulhos
29694,0,3199,0,0,Guarulhos
29695,0,3199,0,0,Guarulhos
29696,0,3199,0,0,
29697,1,3199,0,0,Salvador
29698,3,3199,3,0,Guarulhos
29699,0,3199,0,0,Porto Alegre
29700,0,3199,0,0,Guarulhos
29701,0,3199,0,0,Brasília
29702,0,3199,0,0,Natal
29703,0,3199,0,0,Guarulhos
29704,0,3199,0,0,Porto Alegre
29705,0,3199,0,0,Goiânia
29706,0,3199,0,0,Guarulhos
29707,0,3199,0,1,Guarulhos
29708,0,3199,0,0,Natal
29709,0,3199,0,0,Maceió
29710,3,3199,0,0,Salvador
29711,1,3199,0,0,Salvador
29712,0,3199,0,0,
29713,0,3199,0,0,Salvador
29714,7,3199,0,0,Natal
29715,0,3199,0,0,Natal
29716,0,3199,0,0,Guarulhos
29717,0,3199,0,0,
29718,0,3199,0,0,Guarulhos
29719,0,3199,0,1,Maceió
29720,0,3199,0,0,Guarulhos
29721,0,3199,0,0,Maceió
29722,0,3199,0,0,Guarulhos
29723,0,3199,0,0,Porto Alegre
29724,0,3199,0,0,Guarulhos
29725,0,3199,0,0,Porto Alegre
29726,221,3199,1,6,Goiânia
29727,0,3199,0,0,Goiânia
29728,0,3199,0,0,Maceió
29729,0,3199,0,0,Natal
29730,1,3199,0,0,Salvador
29731,0,3199,0,0,Salvador
29732,0,3199,0,0,Guarulhos
29733,0,3199,0,0,Salvador
29734,2,3199,3,0,
29735,0,3199,0,0,Natal
29736,0,3199,1,7,Goiânia
29737,0,3199,2,0,Maceió
29738,0,3199,0,0,Maceió
29739,0,3199,0,0,Maceió
29740,0,3199,0,0,
29741,0,3199,0,0,Guarulhos
29742,0,3199,0,0,Guarulhos
29743,0,3199,0,0,Guarulhos
29744,0,3199,0,0,Goiânia
29745,0,3199,3,0,
29746,0,3199,0,0,Maceió
29747,0,3199,0,0,Natal
29748,0,3199,0,0,
29749,0,3199,0,0,Goiânia
29750,0,3199,0,0,Guarulhos
29751,0,3199,0,0,Guarulhos
29752,0,3199,0,0,Natal
29753,0,3199,0,0,Natal
29754,0,3199,0,0,Porto Alegre
29755,12,3199,2,0,Goiânia
29756,0,3199,0,0,Guarulhos
29757,0,3199,0,0,Guarulhos
29758,0,3199,0,0,Goiânia
29759,0,3199,0,0,Goiânia
29760,1,3199,2,1,Salvador
29761,2,3199,0,0,Goiânia
29762,0,3199,0,0,Porto Alegre
29763,0,3199,0,0,Guarulhos
29764,0,3199,1,0,Porto Alegre
29765,0,3199,0,0,Salvador
29766,1,3199,0,0,Guarulhos
29767,0,3199,0,0,Maceió
29768,3,3199,0,0,Goiânia
29769,0,3199,0,0,Goiânia
29770,0,3199,0,1,Goiânia
29771,0,3199,0,0,Guarulhos
29772,0,3199,0,0,
29773,0,3199,0,0,Goiânia
29774,0,3199,0,0,
29775,0,3199,0,0,Guarulhos
29776,0,3199,0,0,
29777,0,3199,0,0,Salvador
29778,0,3199,0,0,Goiânia
29779,0,3199,0,0,
29780,0,3199,0,0,Salvador
29781,0,3199,0,0,Salvador
29782,0,3199,0,0,Goiânia
29783,0,3199,0,0,Salvador
29784,0,3199,0,0,Maceió
29785,0,3199,0,0,Guarulhos
29786,0,3199,0,0,Maceió
29787,0,3199,0,0,Guarulhos
29788,0,3199,0,0,Maceió
29789,0,3199,0,0,Guarulhos
29790,0,3199,0,0,Goiânia
29791,0,3199,0,0,Natal
29792,0,3199,0,0,Porto Alegre
29793,0,3199,0,0,Salvador
29794,0,3199,0,0,Natal
29795,0,3199,0,0,Maceió
29796,0,3199,0,0,Guarulhos
29797,0,3199,0,0,Guarulhos
29798,0,3199,0,0,Natal
29799,0,3199,0,0,Salvador
29800,0,3199,0,0,Goiânia
29801,117,3199,29,0,
29802,6,3199,1,0,Guarulhos
29803,0,3199,0,0,Guarulhos
29804,0,3199,0,0,Salvador
29805,0,3199,2,0,Salvador
29806,0,3199,0,0,Guarulhos
29807,0,3199,0,0,Guarulhos
29808,0,3199,0,0,Maceió
29809,0,3199,0,0,Guarulhos
29810,0,3199,0,0,Guarulhos
29811,0,3199,0,0,Natal
29812,0,3199,0,0,Guarulhos
29813,0,3199,0,0,Guarulhos
29814,1,3199,19,0,Goiânia
29815,0,3199,0,0,Natal
29816,0,3199,0,0,Guarulhos
29817,0,3199,0,0,Guarulhos
29818,0,3199,0,0,Guarulhos
29819,0,3199,0,0,Porto Alegre
29820,0,3199,0,0,Guarulhos
29821,0,3199,0,0,Salvador
29822,0,3199,0,1,Guarulhos
29823,0,3199,0,0,Guarulhos
29824,1,3199,0,0,Guarulhos
29825,0,3199,0,0,Porto Alegre
29826,0,3199,0,0,Natal
29827,0,3199,0,0,
29828,0,3199,0,0,Goiânia
29829,2,3199,0,0,Guarulhos
29830,0,3199,0,0,Guarulhos
29831,0,3199,0,0,Guarulhos
29832,0,3199,0,0,Maceió
29833,0,3199,0,0,Goiânia
29834,0,3199,0,0,Guarulhos
29835,5,3199,0,0,Goiânia
29836,0,3199,0,0,
29837,2,3199,18,1,Natal
29838,0,3199,0,0,Goiânia
29839,5,3199,0,0,Guarulhos
29840,0,3199,0,0,Porto Alegre
29841,3,3199,3,2,Salvador
29842,0,3199,0,0,Guarulhos
29843,0,3199,0,0,Porto Alegre
29844,0,3199,0,0,
29845,0,3199,0,0,Guarulhos
29846,0,3199,0,0,Salvador
29847,318,3199,17,13,Salvador
29848,0,3199,0,0,Guarulhos
29849,0,3199,0,0,Goiânia
29850,0,3199,0,0,Maceió
29851,1,3199,0,0,
29852,0,3199,0,0,Natal
29853,0,3199,0,0,Salvador
29854,0,3199,0,0,
29855,1,3199,0,0,
29856,0,3199,0,0,Goiânia
29857,0,3199,0,0,Goiânia
29858,0,3199,0,0,Guarulhos
29859,0,3199,0,0,Salvador
29860,1,3199,0,0,Brasília
29861,46,3199,3,5,
29862,0,3199,0,0,Natal
29863,0,3199,0,0,Natal
29864,0,3199,2,0,Salvador
29865,1,3199,0,1,Maceió
29866,0,3199,0,0,
29867,0,3199,0,0,Maceió
29868,0,3199,0,0,Salvador
29869,0,3199,0,0,Salvador
29870,0,3199,0,0,Salvador
29871,0,3199,0,0,Guarulhos
29872,1,3199,2,0,Porto Alegre
29873,0,3199,0,0,Guarulhos
