,id_order,payment_type,payment_installments,payment_value
14820,5147,credit_card,1,0.53
14821,72335,credit_card,4,157.3
14822,11066,credit_card,5,202.28
14823,19119,boleto,1,416.08
14824,9494,credit_card,1,30.6
14825,22515,credit_card,4,98.0
14826,96207,boleto,1,589.2
14827,32425,credit_card,5,101.14
14828,9210,boleto,1,132.14
14829,28855,credit_card,8,430.67
14830,46631,credit_card,6,506.4
14831,58678,credit_card,3,126.19
14832,41936,credit_card,10,601.3
14833,20375,credit_card,10,237.59
14834,13175,credit_card,10,202.74
14835,94906,credit_card,1,76.86
14836,27693,credit_card,2,50.35
14837,58309,boleto,1,486.24
14838,47761,boleto,1,82.33
14839,34649,credit_card,5,113.55
14840,99872,credit_card,8,380.74
14841,75892,boleto,1,53.5
14842,38238,credit_card,2,103.28
14843,70851,credit_card,2,40.79
14844,83254,credit_card,2,180.34
14845,92867,credit_card,1,111.97
14846,19439,voucher,1,17.78
14847,13993,credit_card,1,302.35
14848,19834,boleto,1,163.79
14849,69425,credit_card,2,72.15
14850,6265,credit_card,4,47.63
14851,32649,credit_card,1,38.09
14852,35247,credit_card,1,832.99
14853,58234,credit_card,1,40.74
14854,4384,voucher,1,127.32
14855,53578,credit_card,10,149.14
14856,99158,boleto,1,49.36
14857,83299,credit_card,8,82.32
14858,78721,credit_card,10,206.99
14859,75226,credit_card,1,99.74
14860,45839,credit_card,2,152.33
14861,72573,credit_card,8,267.51
14862,27853,credit_card,7,87.36
14863,90143,credit_card,3,68.35
14864,47550,credit_card,4,252.97
14865,6187,credit_card,3,132.26
14866,97575,credit_card,3,72.14
14867,97489,credit_card,7,144.99
14868,90495,credit_card,1,76.78
14869,36549,credit_card,10,101.13
14870,52798,credit_card,1,187.89
14871,76393,credit_card,2,55.0
14872,82847,credit_card,5,306.69
14873,8163,credit_card,1,130.07
14874,41575,credit_card,7,81.11
14875,50565,credit_card,1,61.69
14876,31626,boleto,1,47.69
14877,21585,credit_card,3,155.84
14878,88112,boleto,1,51.96
14879,27007,voucher,1,100.0
14880,55666,boleto,1,55.96
14881,25047,credit_card,3,38.32
14882,18530,credit_card,4,131.51
14883,40841,credit_card,4,43.04
14884,41007,credit_card,2,156.19
14885,15841,credit_card,2,135.94
14886,40296,voucher,1,0.37
14887,97848,boleto,1,41.99
14888,37723,credit_card,1,51.1
14889,85299,credit_card,1,1.77
14890,46174,credit_card,5,54.62
14891,67629,credit_card,4,279.96
14892,78402,credit_card,3,34.09
14893,27009,credit_card,1,40.1
14894,12700,credit_card,1,67.08
14895,30561,credit_card,2,173.84
14896,89149,credit_card,4,202.12
14897,58899,credit_card,4,67.6
14898,47724,credit_card,7,77.03
14899,60632,credit_card,3,226.9
14900,64233,credit_card,3,176.78
14901,3655,voucher,1,50.0
14902,94550,credit_card,3,133.76
14903,8371,voucher,1,66.27
14904,9071,credit_card,3,64.75
14905,57569,credit_card,1,143.84
14906,56963,credit_card,7,156.33
14907,22469,credit_card,10,1093.52
14908,57116,boleto,1,36.22
14909,62388,credit_card,1,94.77
14910,88936,credit_card,4,153.58
14911,7813,credit_card,2,112.71
14912,27247,credit_card,1,95.0
14913,46220,boleto,1,86.96
14914,32860,credit_card,10,238.43
14915,57065,credit_card,8,83.23
14916,11748,credit_card,1,86.9
14917,90020,credit_card,3,75.98
14918,44615,boleto,1,67.83
14919,49189,credit_card,1,50.0
14920,14658,credit_card,3,37.86
14921,57521,credit_card,8,88.74
14922,80769,credit_card,1,190.44
14923,43632,credit_card,1,88.72
14924,95726,credit_card,2,47.22
14925,45906,credit_card,1,130.25
14926,83830,credit_card,1,113.13
14927,98783,credit_card,1,58.72
14928,75809,credit_card,6,62.11
14929,6526,credit_card,1,90.17
14930,61262,credit_card,4,68.22
14931,96923,credit_card,8,101.93
14932,73278,credit_card,1,215.14
14933,45856,credit_card,4,89.75
14934,49678,credit_card,1,129.09
14935,54199,credit_card,1,51.01
14936,74219,credit_card,6,657.05
14937,52706,boleto,1,67.6
14938,17254,boleto,1,60.09
14939,11035,boleto,1,101.31
14940,97264,credit_card,2,374.32
14941,90384,credit_card,1,47.63
14942,55889,credit_card,1,69.33
14943,31776,boleto,1,37.76
14944,54491,credit_card,1,31.67
14945,48553,credit_card,1,25.42
14946,10152,credit_card,2,116.94
14947,82603,credit_card,10,122.35
14948,87316,voucher,1,47.19
14949,43771,boleto,1,95.2
14950,67541,credit_card,4,110.71
14951,45479,credit_card,6,69.69
14952,77020,credit_card,2,76.78
14953,49089,credit_card,1,135.59
14954,85718,credit_card,3,244.81
14955,70368,credit_card,1,35.0
14956,16398,credit_card,6,308.16
14957,26920,credit_card,1,120.68
14958,65058,credit_card,10,141.96
14959,17153,boleto,1,16.62
14960,39297,credit_card,3,36.1
14961,18363,boleto,1,66.39
14962,33117,credit_card,10,102.38
14963,63393,credit_card,1,77.57
14964,2564,credit_card,2,22.58
14965,38616,credit_card,2,111.89
14966,3360,boleto,1,163.67
14967,14841,voucher,1,124.7
14968,89881,credit_card,1,98.68
14969,11454,boleto,1,32.86
14970,16921,boleto,1,546.65
14971,48856,credit_card,4,202.76
14972,66228,credit_card,2,37.77
14973,60040,boleto,1,46.78
14974,96418,credit_card,1,133.21
14975,67133,credit_card,1,454.17
14976,11649,boleto,1,168.35
14977,78303,boleto,1,85.08
14978,6969,credit_card,3,73.15
14979,44964,credit_card,1,47.81
14980,47256,credit_card,3,169.87
14981,33655,voucher,1,12.58
14982,34539,credit_card,1,63.13
14983,16432,credit_card,8,240.6
14984,75896,credit_card,2,57.43
14985,83699,credit_card,1,18.29
14986,36674,credit_card,3,208.42
14987,5104,credit_card,1,117.75
14988,86075,credit_card,3,94.23
14989,18241,credit_card,8,479.77
14990,75019,boleto,1,53.23
14991,78687,credit_card,10,256.9
14992,86398,credit_card,3,332.62
14993,76510,credit_card,1,127.05
14994,14428,credit_card,2,65.78
14995,48462,credit_card,1,97.63
14996,84963,credit_card,10,580.31
14997,86071,credit_card,1,61.4
14998,24934,credit_card,5,212.94
14999,57949,credit_card,5,101.34
15000,21983,credit_card,1,294.07
15001,31775,credit_card,5,101.5
15002,50557,boleto,1,51.0
15003,88144,boleto,1,106.22
15004,94499,credit_card,1,81.43
15005,19381,voucher,1,8.4
15006,3218,credit_card,4,93.92
15007,56192,credit_card,1,82.62
15008,4506,credit_card,1,214.41
15009,54188,credit_card,4,275.29
15010,52978,credit_card,6,132.44
15011,17867,boleto,1,67.99
15012,13967,boleto,1,65.51
15013,5329,credit_card,3,120.31
15014,89065,voucher,1,30.19
15015,12874,credit_card,4,98.22
15016,2435,credit_card,1,32.77
15017,55559,credit_card,3,91.99
15018,98285,credit_card,7,204.46
15019,32107,credit_card,6,153.96
15020,10958,credit_card,4,95.1
15021,69434,credit_card,1,35.13
15022,28100,credit_card,4,215.27
15023,85739,credit_card,3,100.7
15024,57785,credit_card,10,216.14
15025,78898,boleto,1,97.87
15026,10985,credit_card,7,113.91
15027,32277,credit_card,4,47.62
15028,18196,credit_card,1,42.37
15029,12444,boleto,1,128.1
15030,98499,credit_card,1,32.38
15031,1328,credit_card,3,180.17
15032,59015,credit_card,1,78.5
15033,67035,credit_card,2,23.81
15034,95698,credit_card,2,111.42
15035,37361,credit_card,1,52.44
15036,54442,boleto,1,131.73
15037,19514,credit_card,10,108.64
15038,73163,credit_card,3,101.71
15039,58400,credit_card,4,44.42
15040,61528,credit_card,5,164.32
15041,23839,credit_card,4,259.6
15042,27240,credit_card,2,141.78
15043,65100,debit_card,1,217.15
15044,33044,credit_card,10,333.35
15045,40971,credit_card,1,86.81
15046,11770,credit_card,1,115.86
15047,88691,credit_card,1,58.86
15048,81634,credit_card,4,200.53
15049,8051,credit_card,2,98.51
15050,18378,credit_card,2,111.8
15051,96634,credit_card,2,88.08
15052,65907,credit_card,12,124.85
15053,5385,credit_card,10,396.05
15054,96779,credit_card,6,66.64
15055,8015,credit_card,2,175.77
15056,93154,credit_card,1,121.6
15057,91384,boleto,1,91.86
15058,91240,credit_card,2,144.65
15059,66915,credit_card,1,93.19
15060,38633,credit_card,9,95.0
15061,52498,credit_card,4,208.2
15062,9491,credit_card,4,173.85
15063,27762,credit_card,8,507.82
15064,57918,credit_card,2,72.78
15065,19845,credit_card,8,218.96
15066,93508,credit_card,10,137.65
15067,42346,credit_card,1,2.95
15068,31386,credit_card,4,142.46
15069,13322,boleto,1,180.76
15070,48056,credit_card,2,51.88
15071,16650,boleto,1,22.36
15072,10885,credit_card,10,283.86
15073,65535,credit_card,1,88.45
15074,62825,credit_card,4,208.81
15075,46779,credit_card,4,151.08
15076,89418,credit_card,4,167.81
15077,46595,credit_card,1,60.03
15078,2196,credit_card,3,32.43
15079,48620,voucher,1,108.33
15080,9138,credit_card,2,99.53
15081,38288,credit_card,1,65.22
15082,51032,credit_card,1,61.77
15083,35903,credit_card,1,98.09
15084,53625,boleto,1,41.13
15085,94561,credit_card,1,285.68
15086,58610,boleto,1,56.99
15087,41785,credit_card,3,72.75
15088,38626,credit_card,10,278.06
15089,9264,credit_card,2,205.28
15090,69700,credit_card,1,60.54
15091,31215,credit_card,6,123.87
15092,73525,boleto,1,70.83
15093,48503,boleto,1,88.36
15094,4254,credit_card,1,54.24
15095,34593,boleto,1,51.59
15096,74298,credit_card,10,216.85
15097,35892,boleto,1,24.75
15098,1608,voucher,1,12.12
15099,17238,credit_card,8,195.0
15100,15446,credit_card,10,146.3
15101,21121,credit_card,18,182.83
15102,5423,credit_card,1,208.78
15103,44398,credit_card,2,145.7
15104,30630,credit_card,3,179.22
15105,28534,credit_card,1,31.99
15106,61181,boleto,1,104.44
15107,17582,boleto,1,56.34
15108,92315,credit_card,7,155.05
15109,80622,credit_card,4,41.85
15110,43087,credit_card,5,133.76
15111,30478,credit_card,6,168.63
15112,27032,voucher,1,89.25
15113,76539,credit_card,6,337.83
15114,58415,boleto,1,36.5
15115,4808,credit_card,1,6.39
15116,37459,credit_card,2,39.68
15117,33034,boleto,1,59.09
15118,79483,credit_card,2,23.62
15119,99404,credit_card,3,199.69
15120,66036,credit_card,3,89.75
15121,94915,credit_card,6,61.05
15122,6257,credit_card,4,453.92
15123,98061,voucher,1,3.41
15124,20570,credit_card,5,134.05
15125,12250,credit_card,2,31.77
15126,43034,boleto,1,37.47
15127,38716,credit_card,3,135.15
15128,20926,credit_card,1,215.11
15129,26044,boleto,1,107.78
15130,25364,boleto,1,54.0
15131,55104,credit_card,3,94.74
15132,62390,credit_card,1,75.53
15133,93191,credit_card,8,256.76
15134,5748,credit_card,8,702.48
15135,82776,credit_card,5,280.63
15136,89922,boleto,1,50.89
15137,18810,credit_card,2,130.02
15138,17961,credit_card,2,76.19
15139,42574,credit_card,5,131.0
15140,70125,voucher,1,133.11
15141,71470,credit_card,3,166.82
15142,10405,credit_card,2,171.48
15143,64274,credit_card,1,35.05
15144,34308,credit_card,2,264.92
15145,90988,boleto,1,183.43
15146,60306,credit_card,5,57.94
15147,94514,voucher,1,40.34
15148,48802,credit_card,1,18.37
15149,51059,credit_card,1,47.01
15150,62089,boleto,1,74.26
15151,25051,credit_card,3,119.18
15152,21231,credit_card,2,58.26
15153,38257,boleto,1,147.15
15154,10658,credit_card,3,77.22
15155,19303,credit_card,8,199.0
15156,34210,credit_card,4,94.39
15157,41307,credit_card,1,49.33
15158,68880,credit_card,2,147.09
15159,4673,credit_card,10,624.79
15160,31955,credit_card,5,121.9
15161,74625,credit_card,1,71.05
15162,45875,credit_card,10,131.16
15163,95200,credit_card,1,31.38
15164,79112,credit_card,4,87.89
15165,23855,credit_card,2,26.28
15166,55615,credit_card,3,70.75
15167,61019,credit_card,4,115.9
15168,22780,credit_card,4,262.14
15169,56345,credit_card,4,75.29
15170,75560,credit_card,2,52.73
15171,85268,credit_card,1,104.27
15172,25353,credit_card,4,47.37
15173,93502,credit_card,4,101.48
15174,52700,credit_card,2,73.36
15175,3803,credit_card,4,57.82
15176,14923,credit_card,4,78.65
15177,96060,credit_card,1,69.41
15178,31972,credit_card,4,206.49
15179,70505,voucher,1,20.0
15180,26394,credit_card,3,315.84
15181,83610,voucher,1,89.98
15182,53124,credit_card,3,169.49
15183,20020,credit_card,3,166.71
15184,20607,credit_card,3,162.75
15185,6571,boleto,1,220.59
15186,51025,credit_card,2,212.59
15187,88731,debit_card,1,178.02
15188,76629,credit_card,10,156.73
15189,93961,boleto,1,1030.44
15190,68817,credit_card,1,63.73
15191,34193,credit_card,3,349.76
15192,19438,boleto,1,214.84
15193,61239,credit_card,1,50.61
15194,18424,voucher,1,2.36
15195,72275,credit_card,1,64.0
15196,14737,boleto,1,99.15
15197,58997,credit_card,10,1635.51
15198,60740,credit_card,5,89.36
15199,68562,boleto,1,142.43
15200,76184,credit_card,2,59.01
15201,72953,credit_card,1,116.06
15202,66189,credit_card,4,44.98
15203,84688,credit_card,3,36.94
15204,17249,credit_card,3,77.59
15205,80545,credit_card,1,64.82
15206,70040,credit_card,2,51.78
15207,65013,boleto,1,51.17
15208,17498,credit_card,2,98.7
15209,47853,boleto,1,156.03
15210,69804,credit_card,1,69.24
15211,91982,credit_card,1,46.22
15212,24377,boleto,1,206.47
15213,451,boleto,1,88.29
15214,36742,credit_card,3,86.15
15215,49048,credit_card,2,64.0
15216,6792,boleto,1,94.77
15217,61806,boleto,1,68.25
15218,20695,credit_card,1,119.93
15219,17630,credit_card,8,87.73
15220,49419,credit_card,2,50.0
15221,42357,credit_card,3,174.74
15222,28736,boleto,1,168.31
15223,59393,credit_card,4,128.05
15224,33532,credit_card,1,171.22
15225,79676,boleto,1,50.62
15226,25053,credit_card,1,69.9
15227,43390,credit_card,3,74.0
15228,82970,credit_card,1,148.4
15229,85163,credit_card,7,179.9
15230,1611,credit_card,1,49.36
15231,46106,credit_card,10,124.08
15232,55141,credit_card,1,65.69
15233,56641,credit_card,5,76.92
15234,79657,credit_card,1,9.46
15235,47066,credit_card,2,157.92
15236,68355,credit_card,6,63.4
15237,97213,voucher,1,100.0
15238,64386,boleto,1,438.51
15239,87075,credit_card,6,63.6
15240,52499,credit_card,6,609.5
15241,87479,credit_card,1,196.71
15242,60750,credit_card,1,48.91
15243,39074,voucher,1,20.0
15244,48857,credit_card,1,92.57
15245,81476,credit_card,1,73.49
15246,35144,credit_card,10,264.59
15247,72421,credit_card,1,28.84
15248,45192,credit_card,1,55.54
15249,65590,credit_card,1,41.6
15250,63059,boleto,1,90.69
15251,30668,credit_card,5,185.21
15252,21715,credit_card,4,738.57
15253,96812,credit_card,10,231.12
15254,76558,credit_card,8,768.62
15255,6054,credit_card,1,52.38
15256,31932,boleto,1,40.22
15257,31877,credit_card,1,43.94
15258,87327,boleto,1,67.36
15259,73963,credit_card,4,65.96
15260,43633,credit_card,4,187.47
15261,18738,credit_card,8,264.59
15262,72649,debit_card,1,21.19
15263,5439,credit_card,1,96.82
15264,19506,voucher,1,8.42
15265,85114,credit_card,1,254.46
15266,49838,voucher,1,51.9
15267,59651,credit_card,7,73.34
15268,77746,credit_card,7,72.57
15269,78567,credit_card,3,171.79
15270,53951,credit_card,7,72.35
15271,74860,credit_card,1,56.92
15272,79471,credit_card,2,45.27
15273,65253,voucher,1,52.5
15274,89188,boleto,1,60.9
15275,108,credit_card,1,70.89
15276,72021,credit_card,1,462.56
15277,69261,credit_card,2,306.1
15278,50820,voucher,1,43.23
15279,79048,boleto,1,105.38
15280,26967,boleto,1,96.52
15281,40984,credit_card,5,202.82
15282,2328,credit_card,2,150.58
15283,98619,credit_card,10,372.16
15284,50772,credit_card,8,178.71
15285,32402,credit_card,1,11.91
15286,54083,credit_card,1,32.7
15287,21645,credit_card,5,102.37
15288,14659,credit_card,2,125.44
15289,56936,credit_card,1,137.37
15290,93727,credit_card,3,178.03
15291,98405,credit_card,5,220.25
15292,90576,boleto,1,37.58
15293,94279,credit_card,4,377.63
15294,46754,credit_card,1,124.52
15295,5727,credit_card,5,53.72
15296,3829,credit_card,1,76.63
15297,78499,credit_card,4,204.62
15298,47668,voucher,1,4.17
15299,37271,credit_card,3,430.1
15300,11236,credit_card,4,203.15
15301,96852,credit_card,9,96.8
15302,95791,credit_card,2,109.18
15303,87397,credit_card,10,347.06
15304,81655,credit_card,1,41.83
15305,11495,boleto,1,122.8
15306,62319,boleto,1,136.61
15307,38690,credit_card,5,518.15
15308,99992,credit_card,1,78.42
15309,66113,credit_card,10,350.81
15310,32973,credit_card,1,105.51
15311,47037,credit_card,3,84.0
15312,51474,boleto,1,38.8
15313,12984,credit_card,2,167.99
15314,65362,credit_card,4,85.6
15315,10938,credit_card,3,100.23
15316,47333,boleto,1,77.57
15317,57208,credit_card,8,332.96
15318,42528,credit_card,1,62.0
15319,95646,credit_card,2,256.59
15320,79718,credit_card,8,222.71
15321,57184,boleto,1,141.73
15322,84909,credit_card,3,75.01
15323,73540,credit_card,10,693.52
15324,55093,boleto,1,69.44
15325,66277,voucher,1,44.42
15326,39468,credit_card,4,218.95
15327,97547,boleto,1,49.55
15328,20613,credit_card,5,157.77
15329,19071,credit_card,3,522.62
15330,46493,credit_card,1,70.56
15331,39040,credit_card,5,129.91
15332,48091,boleto,1,176.2
15333,69406,credit_card,2,73.63
15334,84746,credit_card,2,107.59
15335,72092,boleto,1,86.67
15336,43565,credit_card,3,152.96
15337,9292,credit_card,1,94.71
15338,40419,credit_card,3,73.03
15339,55437,boleto,1,139.61
15340,60842,debit_card,1,49.75
15341,20259,voucher,1,128.26
15342,19947,credit_card,8,206.31
15343,41638,credit_card,1,193.72
15344,75280,credit_card,6,305.0
15345,22757,credit_card,1,0.28
15346,64701,boleto,1,125.85
15347,37507,credit_card,6,65.71
15348,94849,boleto,1,80.2
15349,34922,credit_card,1,64.0
15350,41326,boleto,1,162.02
15351,41447,credit_card,2,67.19
15352,25122,credit_card,5,57.95
15353,44492,credit_card,1,44.29
15354,91289,credit_card,2,194.38
15355,4516,boleto,1,135.72
15356,52462,credit_card,3,103.04
15357,45285,credit_card,4,180.22
15358,73146,credit_card,1,136.5
15359,97248,credit_card,5,52.64
15360,31265,credit_card,10,133.94
15361,81650,boleto,1,86.72
15362,69867,credit_card,1,42.26
15363,82971,boleto,1,58.13
15364,23147,credit_card,9,227.73
15365,10697,credit_card,1,198.3
15366,51025,credit_card,10,297.76
15367,1530,credit_card,1,84.48
15368,10461,credit_card,1,125.23
15369,96653,credit_card,5,54.82
15370,53947,credit_card,1,76.02
15371,84566,credit_card,3,126.19
15372,81270,boleto,1,181.33
15373,28519,credit_card,10,605.85
15374,73140,credit_card,3,175.87
15375,92989,credit_card,1,91.17
15376,78544,credit_card,6,102.03
15377,11118,credit_card,5,242.54
15378,63,boleto,1,79.65
15379,64927,boleto,1,41.9
15380,93455,credit_card,10,1757.41
15381,63685,credit_card,1,141.73
15382,9524,credit_card,1,62.21
15383,35759,credit_card,2,98.71
15384,97206,credit_card,2,98.14
15385,18945,credit_card,4,112.02
15386,28194,boleto,1,255.38
15387,11818,credit_card,1,86.74
15388,62937,boleto,1,78.37
15389,71746,credit_card,1,96.47
15390,46409,credit_card,5,107.9
15391,55918,credit_card,1,210.22
15392,39282,voucher,1,90.41
15393,24257,boleto,1,85.24
15394,41353,credit_card,5,54.17
15395,46768,credit_card,1,6.78
15396,27385,boleto,1,38.63
15397,31365,credit_card,1,21.19
15398,23612,boleto,1,140.98
15399,75925,boleto,1,163.06
15400,79665,credit_card,3,553.71
15401,52614,credit_card,3,258.92
15402,99441,credit_card,4,132.02
15403,47583,credit_card,5,92.57
15404,12754,credit_card,3,95.09
15405,48361,credit_card,1,60.63
15406,65620,credit_card,6,332.74
15407,39820,credit_card,1,67.23
15408,76040,credit_card,2,194.12
15409,2848,credit_card,3,65.0
15410,23836,credit_card,3,242.67
15411,49387,credit_card,2,58.94
15412,78158,voucher,1,9.81
15413,91044,credit_card,4,315.72
15414,29468,credit_card,1,169.99
15415,46402,credit_card,1,97.12
15416,53123,credit_card,2,21.77
15417,44991,credit_card,1,20.03
15418,72746,boleto,1,64.16
15419,31874,boleto,1,29.77
15420,98006,voucher,1,61.05
15421,85493,boleto,1,218.8
15422,8267,credit_card,1,35.55
15423,3749,credit_card,2,105.28
15424,44271,debit_card,1,44.98
15425,11980,credit_card,3,159.16
15426,37576,credit_card,2,121.9
15427,7424,credit_card,1,104.09
15428,48873,credit_card,2,83.51
15429,76929,credit_card,4,265.57
15430,43904,credit_card,3,164.44
15431,50872,credit_card,1,47.59
15432,31923,boleto,1,44.0
15433,71898,credit_card,10,105.38
15434,40933,credit_card,1,127.05
15435,31109,credit_card,1,22.79
15436,71832,boleto,1,37.23
15437,53660,credit_card,2,67.39
15438,76696,credit_card,5,58.59
15439,55909,boleto,1,146.48
15440,57399,credit_card,3,65.09
15441,41299,credit_card,1,76.74
15442,52722,credit_card,7,85.75
15443,42463,credit_card,8,160.56
15444,7588,boleto,1,106.29
15445,4164,boleto,1,193.01
15446,49861,credit_card,1,64.03
15447,55848,boleto,1,30.42
15448,25718,credit_card,6,179.26
15449,98875,credit_card,10,275.23
15450,75824,boleto,1,37.84
15451,84524,credit_card,10,476.25
15452,74337,credit_card,1,73.61
15453,40547,credit_card,3,99.9
15454,94088,credit_card,5,316.17
15455,32581,voucher,1,53.5
15456,13404,credit_card,6,248.51
15457,70034,credit_card,1,37.22
15458,82766,credit_card,3,32.38
15459,311,credit_card,6,62.56
15460,27850,credit_card,4,194.48
15461,24924,credit_card,1,49.51
15462,38917,voucher,1,170.76
15463,34896,credit_card,1,17.29
15464,99088,credit_card,2,155.74
15465,93773,credit_card,3,161.62
15466,54797,boleto,1,142.1
15467,4660,credit_card,1,148.15
15468,16903,credit_card,2,92.54
15469,60250,boleto,1,157.58
15470,46493,boleto,1,50.95
15471,86477,credit_card,5,50.86
15472,52567,credit_card,3,51.98
15473,82282,credit_card,8,103.89
15474,60489,credit_card,1,82.73
15475,76482,credit_card,10,104.3
15476,12064,credit_card,7,76.55
15477,90856,credit_card,1,77.66
15478,11651,credit_card,9,95.67
15479,88825,credit_card,3,102.03
15480,2367,credit_card,10,106.89
15481,96118,credit_card,4,83.63
15482,16163,credit_card,1,87.58
15483,65602,credit_card,6,61.79
15484,66021,boleto,1,37.65
15485,67078,credit_card,7,253.87
15486,61630,credit_card,1,360.4
15487,65997,credit_card,2,139.72
15488,96301,credit_card,1,65.67
15489,23060,credit_card,3,119.38
15490,91723,credit_card,4,238.95
15491,3640,credit_card,3,34.64
15492,10127,credit_card,2,50.77
15493,59439,boleto,1,43.09
15494,28971,credit_card,1,116.24
15495,4352,credit_card,1,48.15
15496,94560,credit_card,3,97.43
15497,84763,credit_card,5,115.46
15498,23798,boleto,1,229.79
15499,32346,credit_card,2,114.14
15500,50938,credit_card,1,137.57
15501,17051,credit_card,4,75.08
15502,1880,credit_card,1,15.76
15503,14064,voucher,1,42.5
15504,16081,credit_card,2,27.75
15505,38891,credit_card,8,106.38
15506,74290,credit_card,6,60.46
15507,77282,credit_card,1,69.97
15508,54886,credit_card,2,173.88
15509,46785,credit_card,2,166.41
15510,30528,voucher,1,100.0
15511,36299,debit_card,1,37.13
15512,21845,credit_card,2,66.82
15513,30931,boleto,1,73.68
15514,24791,credit_card,10,782.26
15515,29214,boleto,1,203.74
15516,83266,credit_card,8,113.48
15517,20946,credit_card,1,45.22
15518,80407,boleto,1,93.26
15519,82991,credit_card,1,43.0
15520,47358,boleto,1,304.06
15521,22925,credit_card,1,73.16
15522,44046,credit_card,3,156.85
15523,1380,credit_card,4,104.27
15524,17575,credit_card,3,86.15
15525,64333,boleto,1,37.09
15526,90927,credit_card,1,146.68
15527,52530,credit_card,5,55.1
15528,80194,credit_card,1,83.23
15529,32879,credit_card,2,75.17
15530,92962,credit_card,4,101.82
15531,39120,debit_card,1,50.62
15532,20916,boleto,1,186.27
15533,69254,boleto,1,62.6
15534,94418,boleto,1,208.42
15535,95157,credit_card,2,106.52
15536,18962,credit_card,10,100.82
15537,46892,credit_card,5,133.06
15538,57046,boleto,1,69.61
15539,62764,boleto,1,238.41
15540,82932,credit_card,1,76.66
15541,633,credit_card,1,79.23
15542,52139,credit_card,1,65.71
15543,99054,credit_card,5,174.68
15544,96071,credit_card,3,64.0
15545,33302,credit_card,8,120.97
15546,72546,credit_card,3,101.19
15547,9609,credit_card,4,410.79
15548,2506,credit_card,1,35.86
15549,39523,credit_card,3,147.59
15550,82463,credit_card,1,72.84
15551,50287,credit_card,1,45.91
15552,97336,credit_card,6,66.01
15553,70197,credit_card,3,126.93
15554,5893,boleto,1,123.52
15555,91039,credit_card,5,254.48
15556,20147,boleto,1,124.22
15557,64540,voucher,1,250.0
15558,69972,boleto,1,328.5
15559,59047,credit_card,3,186.94
15560,29045,credit_card,8,163.34
15561,87416,credit_card,1,62.23
15562,12936,credit_card,1,27.79
15563,4010,boleto,1,84.05
15564,9679,credit_card,2,34.42
15565,37778,credit_card,6,325.15
15566,45092,credit_card,5,107.78
15567,58526,credit_card,5,140.22
15568,71961,credit_card,9,99.83
15569,1923,credit_card,1,78.64
15570,78167,credit_card,7,361.25
15571,22534,boleto,1,131.78
15572,6454,boleto,1,116.96
15573,67019,credit_card,1,33.83
15574,34967,credit_card,1,94.3
15575,92040,credit_card,1,58.28
15576,12395,boleto,1,315.32
15577,97786,credit_card,6,125.55
15578,13793,boleto,1,683.95
15579,90334,credit_card,1,97.94
15580,39147,boleto,1,50.95
15581,16640,credit_card,8,438.82
15582,62094,boleto,1,131.35
15583,93517,credit_card,1,103.65
15584,21093,boleto,1,99.65
15585,8806,boleto,1,48.24
15586,94332,credit_card,1,28.62
15587,92900,credit_card,5,143.32
15588,64030,credit_card,6,60.74
15589,28962,credit_card,1,79.24
15590,42095,credit_card,5,104.76
15591,88715,credit_card,2,147.99
15592,89767,voucher,1,65.35
15593,50156,credit_card,6,63.09
15594,5652,credit_card,10,129.9
15595,93055,credit_card,4,45.76
15596,68654,credit_card,9,95.18
15597,55167,credit_card,10,1138.28
15598,99255,boleto,1,143.82
15599,63381,credit_card,2,101.22
15600,62322,credit_card,2,42.69
15601,61514,credit_card,5,235.3
15602,86430,credit_card,1,150.15
15603,77578,boleto,1,103.16
15604,33560,credit_card,2,74.87
15605,81802,credit_card,1,76.29
15606,46459,credit_card,3,138.15
15607,55017,credit_card,3,38.47
15608,35357,credit_card,1,30.38
15609,69812,boleto,1,207.79
15610,22777,boleto,1,123.52
15611,67708,boleto,1,137.7
15612,43320,credit_card,2,167.07
15613,74437,credit_card,5,95.58
15614,7209,credit_card,3,86.73
15615,33942,boleto,1,212.73
15616,56897,credit_card,3,187.59
15617,35654,credit_card,1,48.21
15618,4549,credit_card,2,70.9
15619,72395,credit_card,3,331.4
15620,91167,voucher,1,15.86
15621,69562,credit_card,10,220.04
15622,76654,credit_card,4,208.77
15623,68860,credit_card,1,358.88
15624,80702,credit_card,1,27.3
15625,89474,credit_card,10,266.38
15626,60910,credit_card,6,66.96
15627,99157,credit_card,4,186.64
15628,3448,credit_card,10,232.19
15629,68867,credit_card,7,173.85
15630,98703,credit_card,4,155.47
15631,67583,credit_card,1,71.36
15632,22954,credit_card,8,283.62
15633,60009,credit_card,8,168.8
15634,4116,credit_card,1,71.53
15635,72882,boleto,1,99.73
15636,11302,credit_card,3,551.25
15637,13264,credit_card,1,692.22
15638,83878,voucher,1,69.47
15639,66098,credit_card,10,881.12
15640,35279,credit_card,1,95.1
15641,40899,credit_card,2,283.61
15642,31691,boleto,1,20.62
15643,60470,credit_card,1,207.7
15644,39385,boleto,1,134.74
15645,54390,voucher,1,252.97
15646,40011,credit_card,10,319.63
15647,15730,credit_card,4,112.3
15648,19838,credit_card,1,52.21
15649,88782,credit_card,10,110.26
15650,20651,credit_card,5,257.92
15651,19749,credit_card,1,67.5
15652,53106,credit_card,1,72.75
